level_0,index,created_at,text,county,topic_related,dis_related,dmg_related,sentiment
53376,53376,9/13/2017,Duke Energy is hoping to have power restored to most of the state by Sunday. Here's hoping that?? https://t.co/LUlvN03LXG,Polk County,1,1,1,0
42629,42629,9/12/2017,Sooooo duke_energy I'm on hour 26 with no power and I can't it any longer... I promise if you?? https://t.co/pz8nXhzmNp,Orange County,1,1,1,-1
175699,175699,9/23/2017,Great local beer selection and great Bartenders!... (Duke's Cold Nose Brown Ale) https://t.co/tYKOmmP9Km,Osceola County,0,0,0,
84046,84046,9/15/2017,Belleair Market gave our hard working Duke Energy boys free bugers and hot dogs for lunch today.?? https://t.co/hRHVJHdoth,Pinellas County,1,1,1,1
79963,79963,9/15/2017,BELLEAIR MARKET FINALLY HAA POWER...WOOHOO. Thank you Duke Energy and all of our amazing?? https://t.co/qsJR9Y2a1U,Pinellas County,1,1,1,1
78590,78590,9/15/2017,@NickVitani I agree Nick. If I was betting Duke outright and Baylor +21.,Broward County,0,0,0,
40646,40646,9/11/2017,"Duke Energy power outage map. 20,000+ without power in Pinellas County, including the 5 humans &amp;?? https://t.co/yMUzohikhz",Pinellas County,1,1,1,0
45571,45571,9/12/2017,Thank you duke_energy !  #lightson #power #yay #backtonormal @ Asturia https://t.co/RYCHOz6gVX,Pasco County,1,1,1,1
55740,55740,9/13/2017,Yes....  YES!  Keep me turned on!  Thanks for working so hard to get everybody turned on Duke.?? https://t.co/p3PGmBPkPZ,Pinellas County,1,1,1,1
20911,20911,9/10/2017,Central and North Florida Duke Energy Customers track and report power outages across the Duke?? https://t.co/fNgXswkarQ,Seminole County,1,1,1,0
64624,64624,9/14/2017,Shout out to Duke Energy and the 90's band Snap because I've got the power!!! @ Saint?? https://t.co/j1ACwqob9i,Pinellas County,1,1,1,1
339464,339470,9/8/2017,"SURPRISE!!  ???????? UK dates this week!
??????10 September @ The Duke, Whitstable
??????11 September @ KFC?? https://t.co/ASMZ5qPAWE",Sarasota County,0,0,0,
223045,223049,9/26/2017,"Past weekends #BurgeroftheDay:
Topped w/
Monterey Jack
Smoked Pork
Dukes Brown Ale Bacon Honey?? https://t.co/X9qJ3XYqVH",Duval County,0,0,0,
250468,250474,9/28/2017,Happy Hour! #???? @ Tucker Duke's Lunchbox Deerfield Beach https://t.co/xvoEtDhtYj,Broward County,0,0,0,
171900,171900,9/22/2017,Drinking a Duke's Cold Nose Brown Ale by @boldcitybrewery at @bahamabreeze ?? https://t.co/C2OW8QCi2M,Osceola County,0,0,0,
126243,126243,9/19/2017,I HAVE ELECTRICITY AGAIN! Thank you Duke Energy.,Hillsborough County,1,1,1,1
232892,232896,9/27/2017,"Spicy Lola is back!
#SpicyLola #tuckersdukes #craftburger #burgerbar @ Tucker Duke's Boca Raton https://t.co/mWAjC3cLEf",Palm Beach County,0,0,0,
42019,42019,9/12/2017,"Thank you for the quick work Duke energy! Power just went back on..all our friends &amp; family, if?? https://t.co/fnrpV52XMl",Pinellas County,1,1,1,1
50733,50733,9/12/2017,We will be open today at 530 PM!!! #TuckerDukesLunchbox #Deerfieldbeach @ Tucker Duke's Lunchbox?? https://t.co/xPD4pPNdX6,Broward County,0,0,0,
55999,55999,9/13/2017,Heading out looking for more trouble lines. #duke-energy?? https://t.co/yhpbYQU4kK,Marion County,1,0,0,
108640,108640,9/1/2017,"My breakfast this morning. Bumble Bee Tuna, Duke's Mayo, pink salt, cracked pepper, boiled egg,?? https://t.co/B3tkCCNKpg",Escambia County,0,0,0,
343912,343918,9/8/2017,"""We ain't playin!' "" everything 50% off! Come and get em! @ Tucker Duke's Lunchbox Deerfield Beach https://t.co/MOSdVINbL4",Broward County,0,0,0,
38120,38120,9/11/2017,"Duke Energy says widespread damage to the grid, be prepared to be without power for a week or more.",Citrus County,1,1,1,-1
227931,227935,9/26/2017,ISSA A CELEBRATE..... ISSA 68 YEAR OLD CHIC.... ISSA FAMILY AFAIR....ITS MOM DUKES DAY...... @?? https://t.co/TBT477rTTz,Duval County,0,0,0,
28116,28116,9/10/2017,No power Beastie Boys dance party! @ Duke Challenger's Extreme?? https://t.co/LiG644RMGL,Broward County,1,1,1,1
126244,126244,9/19/2017,I HAVE ELECTRICITY AGAIN! Thank you Duke Energy.,Hillsborough County,1,1,1,1
310429,310435,9/5/2017,"First Tuesday of the month, $13.00 Burger is $5.00 (@ Tucker Duke's Lunchbox Boca Raton in Boca Raton, FL) https://t.co/KseYWhC3Ui",Palm Beach County,0,0,0,
299712,299718,9/4/2017,"I'm at Duke's Retired Surfers Island Bar in Tampa, FL https://t.co/l3FgepRH70",Hillsborough County,0,0,0,
110767,110767,9/17/2017,"Signs on the side of the road saying ""Please Duke"" (Duke is one of?? https://t.co/1wu1XnitfC",Marion County,0,0,0,
72472,72472,9/14/2017,Day 4 &amp; u see duke_energy on your road to repair electric ???????????????????????? @ BFA Eagles Landing Ranch https://t.co/axcD9Vx9q8,Pasco County,1,1,1,1
323482,323488,9/6/2017,Customer picture of the super happy Duke. He is growing so fast ???? #breeder #akc #dogbreeder?? https://t.co/otdOSW5tSX,Palm Beach County,0,0,0,
200670,200674,9/24/2017,Light body for a dark beer. Malty and delicious!! Very tast... (Duke's Cold Nose Brown Ale) https://t.co/i1F2Xjh4ad #photo,Orange County,0,0,0,
46318,46318,9/12/2017,We at open today! Accepting cash and credit! @ Tucker Duke's Boca Raton https://t.co/xA923q8DNn,Palm Beach County,0,0,0,
45902,45902,9/12/2017,Beautiful Duke Energy trucks in the neighborhood now I can only wish for the power to be turned?? https://t.co/4vxedZKxoh,Seminole County,1,1,1,1
28032,28032,9/10/2017,Just posted a photo @ Duke Challenger's Extreme Sports Action Camp https://t.co/IeJeSQsIxp,Broward County,0,0,0,
229096,229100,9/27/2017,"We'll be showing the Miami vs. Duke football game on every screen at 7PM.

SPECIALS:?? https://t.co/EIBfeadpwd",Broward County,0,0,0,
310354,310360,9/5/2017,Ir-ma-gerd! @ Duke Challenger's Extreme Sports Action Camp https://t.co/jXRF51RNzz,Broward County,0,0,0,
50741,50741,9/12/2017,Needed a break from the craziness. Got a hotel with mom dukes. #nopower #damnirma @ Bahama?? https://t.co/eb6L45sW4d,Hillsborough County,1,1,1,-1
303520,303526,9/5/2017,Just posted a photo @ Duke Challenger's Extreme Sports Action Camp https://t.co/FnZZ85L8Tr,Broward County,0,0,0,
185459,185463,9/23/2017,Need a straw bro? #saturday #myson #goofy #dadlife @ Tucker Duke's Lunchbox Deerfield Beach https://t.co/1jMqlcmixB,Broward County,0,0,0,
205645,205649,9/25/2017,"Celebrated my birthday early yesterday with momma dukes, 24 is comin' in hot ???????? #September27th?? https://t.co/TlEDGlnOEQ",Volusia County,0,0,0,
140957,140957,9/2/2017,"Customer repost of the beautiful Duke @ Miami Beach, Florida https://t.co/9gwdS69qFB",Miami-Dade County,0,0,0,
133979,133979,9/19/2017,Along as Ma Dukes good I'm happy I don't need nothing or anybody but her #gavemelife?? https://t.co/6MFl7W0ck7,Volusia County,0,0,0,
182352,182352,9/23/2017,Mom dukes and my 2nd pops came in and we are having lunch now #pregame #cruisecrew2017 @ Ari?? https://t.co/AnqELQpOnb,Orange County,0,0,0,
126639,126639,9/19/2017,I've been showing houses since I was in Elementary school.. thanks to Mama Dukes. @greatflhomes?? https://t.co/DV2qmSrCqz,Broward County,0,0,0,
338939,338945,9/1/2017,When mom dukes gets #drunk SL ???????????????????? #comedy #comedia #cubansbelike #towup #wtf #comedyig?? https://t.co/gqZQXIzG8g,Miami-Dade County,0,0,0,
157958,157958,9/21/2017,"Going through this tough time with Ma Dukes in the hospital, she knows her boys got her! ????????????On?? https://t.co/Wto3ZLkIY8",Pinellas County,0,0,0,
16160,16160,9/9/2017,Extreme... like the X-Games! @ Duke Challenger's Extreme Sports?? https://t.co/2o8J1lkQtZ,Broward County,0,0,0,
73122,73122,9/14/2017,"Current situation here in Florida duke_energy  #irma #hurricaneirma @ Winter Park, Florida https://t.co/3YI2U8JhYy",Orange County,1,1,0,0
278956,278962,9/30/2017,"According to Peter, dogs can steal people's shadows so I guess Duke and Merlin gotta go ????????????????????? https://t.co/a8UByxMzOo",Orange County,0,0,0,
53833,53833,9/13/2017,Thank you Duke Energy Power Fairies!!   Power is restored!! #dukeenergy #hurricaneirma @ Eden?? https://t.co/o47rDnd98q,Pinellas County,1,1,1,1
227932,227936,9/26/2017,ISSA A CELEBRATE..... ISSA 68 YEAR OLD CHIC.... ISSA FAMILY AFAIR....ITS MOM DUKES DAY...... @?? https://t.co/TBT477rTTz,Duval County,0,0,0,
339488,339494,9/8/2017,"SURPRISE!!  ???????? UK dates this week!
??????10 September @ The Duke, Whitstable
??????11 September @ KFC?? https://t.co/9xW5A7j1ma",Sarasota County,0,0,0,
193244,193248,9/24/2017,"Good morning, Rabbie! @ Duke Challenger's Extreme Sports Action Camp https://t.co/fPvbDvHnGE",Broward County,0,0,0,
229034,229038,9/27/2017,Come join @baesfoodtruck @HolyMackbeers this Friday to watch UM vs. Duke. What more can you want?? https://t.co/2bTWYoMRfa,Broward County,0,0,0,
