level_0,index,created_at,text,county,topic_related,dis_related,dmg_related,sentiment
49242,49242,9/12/2017,Still no electric but we chillin @ the beach. #floridalife ???? @ City of Indian Rocks Beach https://t.co/g1nS4ZXiRZ,Pinellas County,1,1,1,1
177135,177135,9/23/2017,Bought a chainsaw (electric) today. Need it to clear the tree in the backyard.,Pinellas County,0,0,0,
288459,288465,9/4/2017,Electric ocean @ Shamu Stadium https://t.co/VJpdbZclH7,Orange County,0,0,0,
160258,160258,9/21/2017,Rock-a-Billy vibe. This shit is tight.#rock #guitarist #rockabilly #electric #raw #pounding #gut?? https://t.co/Iq4QpzW9HW,Palm Beach County,0,0,0,
242537,242543,9/28/2017,Electric chair,Orange County,0,0,0,
244517,244523,9/28/2017,Teaser from yesterday??s shoot for StarMetro showing off one of the electric buses.  :)?? https://t.co/dSbZ9d27lV,Leon County,0,0,0,
296419,296425,9/1/2017,Oh boi ???????????The Hottest Station On The Internet Nation  ELECTRIC VIBES RADIO?????????????????????????????????????????????????????????????????????????? https://t.co/iDoOgYOgPQ,Hillsborough County,0,0,0,
18758,18758,9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/5ZcSrB0XDQ,Broward County,0,0,0,
79074,79074,9/15/2017,A New Appreciation for seeing Lakeland Electric Trucks! #hurricaneirma #irma #irmarecovery #lkld?? https://t.co/ZV3mYrwLHH,Polk County,0,1,0,1
144219,144219,9/20/2017,"FOR SALE ** FOR SALE ** FOR SALE

Tiffany Designs - Electric Green - Size 2 (street clothes?? https://t.co/koNVWN2ud3",Okaloosa County,0,0,0,
342416,342422,9/8/2017,"#OrlandoFree Curb Alert, Electric Range and Child's Wheelchair (2626 Balkan St) https://t.co/6QeK7Azp5q https://t.co/jqWvrk2XnU",Orange County,0,0,0,
243204,243210,9/28/2017,"@MindySolomon ALI SMITH:
ELECTRIC PRISM
SEPTEMBER 19 ?? OCTOBER 7, 2017
MAIN GALLERY?? https://t.co/SRtQg7WgJF",Miami-Dade County,0,0,0,
18738,18738,9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/sAKqKPoeP0,Broward County,0,0,0,
121247,121247,9/18/2017,Future electric concept car by Chevrolet. I can see myself bossin with one of these through?? https://t.co/QVmmipF3Az,Orange County,0,0,0,
18729,18729,9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/zWMd8Tysf1,Broward County,0,0,0,
195518,195522,9/24/2017,Cover my eyes electric blue #arcadefire @ Watsco Center https://t.co/Ih9qqTdVJa,Miami-Dade County,0,0,0,
179157,179157,9/23/2017,"Y??all know well electric slide anywhere, and I think today is a GREAT DAY to do so. @DJBam_Bam?? https://t.co/HwE7SzyjGB",Duval County,0,0,0,
108169,108169,9/1/2017,#OrlandoFree Free CURB ALERT electric couch and electric recliner (Satellite Beach) https://t.co/SHLJfeA04D,Orange County,0,0,0,
84476,84476,9/15/2017,Welcome to the Future of Transportation. Experience the ALL New SUPERFLY Electric Bike by?? https://t.co/8SA5mAUwaJ,St. Johns County,0,0,0,
148254,148254,9/20/2017,Cubs game 2/2. Electric Boogaloo. #LetsGo @ Tropicana Field https://t.co/n7b08XQ7St,Pinellas County,0,0,0,
255286,255292,9/29/2017,In just 42 days I will be under the Electric Sky again ??????????????? edc_orlando @bassnectar @ Tinker Field https://t.co/kFiJT9147r,Orange County,0,0,0,
40511,40511,9/11/2017,"Rough night, Big mess this morning, trees down, one tree on our carport, no electric, but we are?? https://t.co/nmoibOuk4z",Polk County,1,1,1,-1
18719,18719,9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/Q7SkjBklJp,Broward County,0,0,0,
203620,203624,9/25/2017,Can anyone recommend a good place to take power tools for repair? I have an electric chainsaw &amp; a belt sander that need some TLC.,Pinellas County,0,0,0,
299129,299135,9/4/2017,"Rocking that electric lava hair 
.
.
.
.
.
@schwarzkopfus #schwarzkopf @olaplex #olaplex joico?? https://t.co/JjkYNJAdxn",Manatee County,0,0,0,
339024,339030,9/1/2017,Holy Mackerel Small Batch Beers Electric Church on tap now. https://t.co/qyTT4y6Rpi @HolyMackbeers #holymackbeers #BeerMenus,Broward County,0,0,0,
42154,42154,9/12/2017,Pray for Eric &amp; his family of 5. They are without electric &amp; basically living in water.?? https://t.co/nyBV4v2X41,Polk County,1,1,1,-1
110446,110446,9/17/2017,What a beautiful weekend! I love my Whizzy Ride Electric Skateboard!??????????????? #beach #miamibeach?? https://t.co/zDdZw1CYj2,Miami-Dade County,0,0,0,
317210,317216,9/1/2017,BOOM Check out my Offical set on SoundCloud @mcbigdome!! I BROUGHT CLUB BIG DOME to ??????ELECTRIC?? https://t.co/LZJ9LRtkeb,Hillsborough County,0,0,0,
75914,75914,9/2/2017,"Not fast enough to catch the electric storm in the back, but I'd sit and watch all?? https://t.co/jmqagaEHcd",Miami-Dade County,0,0,0,
254697,254703,9/29/2017,"Infrared Electric Massager
CalExotics

MSRP:??$64.99

Product Description

Melt away tension with?? https://t.co/Ijq8pCKFy7",Pinellas County,0,0,0,
212026,212030,9/25/2017,Happy girl and her original R1 S Limited Edition Whizzy Ride Electric Bike! Do you want to feel?? https://t.co/Pe0riYpoi1,Miami-Dade County,0,0,0,
270241,270247,9/30/2017,Electric neon love ???? @ Las Rosas https://t.co/51mcPClw1L,Miami-Dade County,0,0,0,
195283,195287,9/24/2017,"VIBE SO ELECTRIC
__________
Really fell in love with the shot once I took it, and I barely even?? https://t.co/SCPNHDfPhm",Palm Beach County,0,0,0,
295856,295862,9/4/2017,B2b with alex_serna last Friday @sundeworldwide at @picklemiami @ Electric Pickle https://t.co/Zj56CVBEHC,Miami-Dade County,0,0,0,
177204,177204,9/23/2017,In her arms I trembled electric. #onmyturntable #nowplaying #nowspinning #vinyl #vinyljunkie?? https://t.co/DDWzCTEfs0,Pinellas County,0,0,0,
299241,299247,9/4/2017,"Rocking that electric lava hair .
.
.
.
.
@schwarzkopfus #schwarzkopf @olaplex #olaplex joico?? https://t.co/fwwuSNJL28",Manatee County,0,0,0,
104924,104924,9/17/2017,@oljscott58 @AJDelgado13 @insideFPL I have absolutely no problem with higher electric rates if it avoids having to?? https://t.co/WF36eR0CgY,Broward County,0,0,0,
203172,203176,9/25/2017,"""Well I know a place where we can dance the whole night away
Underneath electric stars
Just come?? https://t.co/QQU5eUrneg",Broward County,0,0,0,
18751,18751,9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/ACpsYG8yHx,Broward County,0,0,0,
133782,133782,9/19/2017,"I'm at Electric Umbrella Restaurant - @waltdisneyworld in Lake Buena Vista, FL https://t.co/GjCsj2H4ml",Orange County,0,0,0,
202576,202580,9/25/2017,Back to the room for the Electric water parade and fireworks on the balcony! A perfect night!?? https://t.co/j1FbE2IrBD,Orange County,0,0,0,
57311,57311,9/13/2017,"#northpalmbeachmarina sustained very little damage. However, we are still without electric,?? https://t.co/wu03fBpJYN",Palm Beach County,1,1,1,-1
240531,240535,9/27/2017,"Always forward, risky and magnificent @MindySolomon #alismith : Electric Prism show runs Sept?? https://t.co/zuEd7hCp2N",Miami-Dade County,0,0,0,
203619,203623,9/25/2017,Can anyone recommend a good place to take power tools for repair? I have an electric chainsaw &amp; a belt sander that need some TLC.,Pinellas County,0,0,0,
187602,187606,9/23/2017,I can't believe the Tomorrowland Speedway isn't all-electric yet. It's more like the... https://t.co/oyI0rr5be6 https://t.co/0kxLsIhKOk,Orange County,0,0,0,
105892,105892,9/17/2017,When the lineman fix your electric then come in for Church Service.  #thankful #hurricaneirma @?? https://t.co/BHbqMFAn1M,Pinellas County,1,1,1,1
255751,255757,9/29/2017,Boom EVR 2018??????????????????????????????????????????????????????????????????????????????? @ Electric Vibes Radio https://t.co/DxcxG6xzmq,Hillsborough County,0,0,0,
170740,170740,9/22/2017,paperboygene @simplyomega twancolbert #hiphopoftampa ##ropegang @ Electric Vibes Radio https://t.co/ReaQWTMUo3,Hillsborough County,0,0,0,
117918,117918,9/18/2017,"?????still no electric in H Creek. still not complaining. @ Fort Myers, Florida https://t.co/X9bI9Vp6OM",Lee County,1,1,1,0
18743,18743,9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/OeMXYU2dwt,Broward County,0,0,0,
275691,275697,9/30/2017,#FLTapInvitational - Drinking an Electric Wizard by @7venthSunBeer @ 5th Annual Florida Tap Invitational   ?? https://t.co/o1FNiNmNOB,Leon County,0,0,0,
255762,255768,9/29/2017,SHOUTOUT kosmickatie #instarepost Fu+-&amp;** around again ????????????????????? @ Electric Vibes Radio https://t.co/KGq3axzniU,Hillsborough County,0,0,0,
18731,18731,9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/4CcBDbd40d,Broward County,0,0,0,
73772,73772,9/14/2017,"Its Electric ???
https://t.co/GMzxgOH9s7
#BlackGalaxyEnt  #hiphop #RandB #indie #Gainesville #Florida?? https://t.co/Wx0XZwsfOj",Alachua County,0,0,0,
62607,62607,9/13/2017,When your power??s been out for almost 3 days so you anxiously look out the window every time a truck drives by hoping it??s the electric co ????,Pinellas County,1,1,1,-1
18734,18734,9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/BlAOCma7mq,Broward County,0,0,0,
76923,76923,9/15/2017,"@markand4503 @ClayTravis @BrittMcHenry Neither does the IRS, or my electric company, my mortgage lender, my cell phone carrier...",Pasco County,1,0,0,0
58528,58528,9/13/2017,Hmm 2018 IM COMING #DomeCove #BigDomeCam #feelthevibes #justbringit @ Electric Vibes Radio https://t.co/oFefhZSgqE,Hillsborough County,0,0,0,
247206,247212,9/28/2017,Would you like to meet the coolest electric vehicle on earth? Contact me to get you on our ViP?? https://t.co/gH8xYUDxyw,Miami-Dade County,0,0,0,
265386,265392,9/29/2017,Beautiful girls and fashionable electric bikes???????? Weekend started!???????? We are waiting for you!?????????????? https://t.co/OSHwsuj7k9,Miami-Dade County,0,0,0,
74484,74484,9/15/2017,"Still no electric since Sunday at noon. Burning Man! (@ Casa En Prairie in Miami Beach, FL) https://t.co/rij8EA1pAC https://t.co/RoGEYR7QrY",Miami-Dade County,1,1,1,-1
97726,97726,9/2/2017,"If long weekend with friends,  only with original Whizzy Ride Electric Scooters!??????? Let's improve?? https://t.co/KQ4uLpGbhb",Miami-Dade County,0,0,0,
289055,289061,9/4/2017,???????? crew! Photo by lvlvisuals @ The Electric Pickle https://t.co/Nv3Z41CPeE,Miami-Dade County,0,0,0,
52252,52252,9/13/2017,"#Repost @TKM_Productions (get_repost)
?????????
Gimme and electric piano, some bongos, and a mojito?? https://t.co/MkKWdYUrEz",Broward County,0,0,0,
20346,20346,9/10/2017,Boom Zoom welcome back @ Electric Vibes Radio https://t.co/Q09oyPbHxU,Hillsborough County,0,0,0,
242538,242544,9/28/2017,Electric chair,Orange County,0,0,0,
43151,43151,9/12/2017,"Iv met 2 out 3 ;) 
#bigdomespopin @ Electric Vibes Radio https://t.co/fedtVFCA5A",Hillsborough County,0,0,0,
18708,18708,9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/Pcc4GPsZzI,Broward County,0,0,0,
