level_0,index,created_at,text,county,topic_related,dis_related,dmg_related,sentiment
42133,42133,9/12/2017,"Power outage cards... Its war and Daddy lost????????....
#irma #cards #war #gettingthroughit @ Oviedo,?? https://t.co/YjZZzwUMes",Seminole County,1,1,1,0
25979,25979,9/10/2017,"My ""other"" hurricane emergency preparedness kit, in case of a power outage: freshly ground?? https://t.co/r7k4vuqkI7",Duval County,1,1,1,0
31827,31827,9/11/2017,"Spotr 3 miles SW of SAINT LUCIE WEST, FL @ 22:04 UTC OtherWind (70mph) [E]&gt;-Many limbs from large oak trees down. Power outages widespread",St. Lucie County,1,1,1,0
6065,6065,9/9/2017,"Forecast Power Outages. With all these outages, power will be out for awhile. Make sure you are?? https://t.co/CtdyyOHxWZ",Miami-Dade County,1,1,1,0
103454,103454,9/17/2017,Power outages in South Florida #SFLtraffic https://t.co/US2j7Ix0rb,Miami-Dade County,1,1,1,0
27570,27570,9/10/2017,Prepping for the power outage... salt baked salmon belly &amp; said salmon belly rice balls?? https://t.co/i1RH2hOGIv,Hillsborough County,1,1,1,0
9198,9198,9/9/2017,"We are going to cook as much as we can ...
Before the power outage ????????
#hurricaneirma2017????? https://t.co/JdB4AkjxVb",Broward County,1,1,1,0
66855,66855,9/14/2017,Power outages in South Florida #SFLtraffic https://t.co/US2j7IOBPL,Miami-Dade County,1,1,1,0
124347,124347,9/18/2017,"We have been with power outage for a week, now everything start coming back to normal. Thank you?? https://t.co/gFrEGgQgKF",Pinellas County,1,1,1,0
116128,116128,9/18/2017,Power outages in South Florida #SFLtraffic https://t.co/US2j7Ix0rb,Miami-Dade County,1,1,1,0
139226,139226,9/20/2017,"Verified with @Ask_Spectrum, #StPete #Gulfport outage began around 2am. No eta. Issue not affecting business subs i?? https://t.co/XqaREmXHx1",Pinellas County,1,1,1,0
49046,49046,9/12/2017,Thank you it works! For this backup charger! Comes in handy in a hurricane/ postop power outage?? https://t.co/r7AMNk9LWa,Palm Beach County,1,1,1,1
54642,54642,9/13/2017,"Due to the power outage, we will be open with modified hours until the electricity is restored?? https://t.co/pdsUhgJ8cS",Duval County,1,1,1,0
31942,31942,9/11/2017,General @gavindawson i feel that w/o Zeke wudve lost this. Obj out was a boon. But w/o zeke we loose.. Glad  no power outage even with Irma,Orange County,1,1,0,0
62291,62291,9/13/2017,Look who I get to hang out with the next couple of days ???? #Wally.  Stupid power outages.. or are?? https://t.co/LNeu6tetp9,Pinellas County,1,1,1,-1
135778,135778,9/19/2017,#hurricaneirma Lennox remote room thermostat damage by power surge #outage #lennox?? https://t.co/MskWtTvH7w,Broward County,1,1,1,-1
36879,36879,9/11/2017,Due to Irma and Power outages thehaircompany will be Closed Tuesday September 12th and on stand?? https://t.co/6hwrWK16a7,Manatee County,1,1,1,0
36375,36375,9/11/2017,No power outage gonna stop us from gettin that coffee! @ Etowah Community https://t.co/3spH7Gpvzz,Lake County,1,1,1,1
32643,32643,9/11/2017,the surface of the literal sun - power outage + sequin table runner + flashlight - #dark?? https://t.co/cC5UaZoECM,Broward County,1,1,1,0
218362,218366,9/26/2017,@comcastcares Is there an outage of internet at my location?,Collier County,1,1,1,0
58539,58539,9/13/2017,"When power outages allow for #stargazing in the city...

#thedarkpr0ject #of2_humans?? https://t.co/Rb3U3oRA7O",Leon County,1,1,1,1
81431,81431,9/15/2017,Power outages in South Florida #SFLtraffic https://t.co/US2j7Ix0rb,Miami-Dade County,1,1,1,0
30836,30836,9/11/2017,Power outage? No problem! #hurricane #hurricaneirma #boardgames @ Forest Hills (Tampa) https://t.co/yFf3nbAwdg,Hillsborough County,1,1,1,1
52205,52205,9/13/2017,"Power outage dinner #hurricaneirma2017??? @ Dania Beach, Florida https://t.co/sYPJOwMY8U",Broward County,1,1,1,0
90461,90461,9/16/2017,Power outages in South Florida #SFLtraffic https://t.co/US2j7Ix0rb,Miami-Dade County,1,1,1,0
106887,106887,9/17/2017,Power outages in South Florida #SFLtraffic https://t.co/US2j7Ix0rb,Miami-Dade County,1,1,1,0
77914,77914,9/15/2017,Power outages in South Florida #SFLtraffic https://t.co/US2j7IOBPL,Miami-Dade County,1,1,1,0
33438,33438,9/11/2017,When i didn??t have service during the power outage idk how many times I went through my photo album.,Miami-Dade County,1,1,1,0
