level_0,index,created_at,text,county,topic_related,dis_related,dmg_related,sentiment
123826,123826,9/18/2017,"#quotesforwomen 
""You are power than you know; you are beautiful just as you are.""~ Melissa?? https://t.co/uRANAUnWob",Hillsborough County,0,0,0,
116448,116448,9/18/2017,Low power lines closed the road in #OrangeCo on Econlockhatchee Trail Both NB/SB between Lk Underhill Rd and Curry Ford Rd #traffic,Orange County,1,1,1,0
25068,25068,9/10/2017,Here's some prettiness to brighten up your day before Irma knocks out all of our power. Oh and?? https://t.co/bELZef2c4q,Lake County,1,1,0,0
87165,87165,9/2/2017,"Rolls-Royce Wraith (Silver Badge) Rolls-Royce ""Power Of Perfection"" (Black Badge) Driving Event,?? https://t.co/vGsI09OwXr",Miami-Dade County,0,0,0,
29269,29269,9/10/2017,Worse now.  Power just went out. Pretty wicked wind. Idiots still in?? https://t.co/77QjCdkN77,Brevard County,1,1,1,-1
26368,26368,9/10/2017,"Playing video game until the power goes out ???? @ Brandon, Florida https://t.co/8d7UbSPvbT",Hillsborough County,1,1,0,0
235545,235549,9/27/2017,Finally ! The ac guys are here- 10 tons of power let's go!! @ Condado de Orange (Florida) https://t.co/KgVfcJNLkS,Orange County,0,0,0,
48809,48809,9/12/2017,Over 60% of Fl w/o power (us included) our handy coolers are now?? https://t.co/tTZjZlVL4R,Seminole County,1,1,1,0
140059,140059,9/20/2017,Spotted a rare species in NE Cape Coral today #Power #hurricaneirma #hirricane #lcec @lcecswfl?? https://t.co/hEIvSz0uL3,Lee County,0,1,0,0
161480,161480,9/22/2017,Holis!!!!! #usar?????? #latina #power ??? @ The Mall at Millenia https://t.co/2505zJweFU,Orange County,0,0,0,
82785,82785,9/15/2017,"We may not have power, but here is a sneak preview of some of our new arrivals...THAT ARE IN?? https://t.co/gCSl3MjTUk",Palm Beach County,1,1,1,0
27142,27142,9/10/2017,#HurricaneIrma #Irma #Windy #Rainy steady strong winds and rain now. Still have power somehow.?? https://t.co/RqjxArP4xh,Broward County,1,1,0,0
35832,35832,9/11/2017,We have been without power since at least 4 a.m. i am hoping to have it restored soon. We are at the Woodspring Suites on Tennessee st.,Leon County,1,1,1,-1
33008,33008,9/11/2017,Power line down -road blocked sparking - fpl dispatched - bso on scene in #Broward on Stirling Rd WB west of S Flamingo Rd #SFLtraffic,Broward County,1,1,1,0
47322,47322,9/12/2017,"2 things for iOS folks:
1- iOS Low Power Mode works FANTASTICALLY.
2- iOS automatically kicks you out of LPM once your battery reaches 80%",Citrus County,1,1,0,1
92916,92916,9/16/2017,Class starts in 5 minutes! Join me for an energizing power flow at peace_of_yoga in #stpete @?? https://t.co/bIZFtNRCot,Pinellas County,0,0,0,
30453,30453,9/11/2017,We just lost power right after Bob finished cooking dinner. So dinner by candlelight.?? https://t.co/DBiyx3nf7Y,Martin County,1,1,1,0
48504,48504,9/12/2017,"Fallen power cables, caution in #SouthwestDade on Tamiami Trail Both EB/WB at SW 137th Ave #SFLtraffic https://t.co/US2j7IOBPL",Miami-Dade County,1,1,1,0
64472,64472,9/14/2017,"The pioneer life    with cords, batteries, and bottled drinks    but   NO POWER!!!!!?? https://t.co/gaJ9491Owk",Sarasota County,1,1,1,-1
40006,40006,9/11/2017,"Thankful that we have been spared. Call it what you want, but I believe in the Power of Prayer.?? https://t.co/S1o7o8hR3E",Martin County,1,1,0,1
46471,46471,9/12/2017,On vacation this week &amp; have no power at home...time to just eat &amp; drink the day away !! @ Epcot?? https://t.co/cf84JxREIX,Orange County,1,1,1,1
30793,30793,9/11/2017,Some of you can't live without power!!!Always have a good book on hand during storms!?? https://t.co/sH8m9JCU7s,Miami-Dade County,1,1,1,1
94300,94300,9/16/2017,#finally we have power! We will OPEN #tonight at 5:30pm!! Who's been craving this #delicious Fig?? https://t.co/BSh43ZAcLP,Miami-Dade County,1,1,1,1
51821,51821,9/12/2017,No power... but Chinese food and the only DVDs I can find. Right now? It's Time To Dance! ?????????????? https://t.co/EMIcnCmOrX,Orange County,1,1,1,1
81315,81315,9/15/2017,What a week. Dog broke his leg; we evacuated from Hurricane Irma; went through days of no power;?? https://t.co/QYSzvhiY0s,Broward County,1,1,1,-1
46193,46193,9/12/2017,Current situation @ColorUbu is still without power due to hurricane Irma we are hoping to have?? https://t.co/CAWx7rDygf,Hillsborough County,1,1,1,-1
21921,21921,9/10/2017,My place still has power in Miami.,Collier County,1,1,0,0
166388,166388,9/22/2017,Thank you to all the companies that came down to Florida to restore electrical power to our?? https://t.co/bsf07Gc5Gg,Polk County,1,1,1,1
24128,24128,9/10/2017,The storm ??? may be brewing but we are still brunching! ???????????????? Luckily ???????? we still have power so I?? https://t.co/61F2JXbfdn,Palm Beach County,1,1,0,1
37402,37402,9/11/2017,"Brian, Precious and I survived Irma with a little tree/fence damage and limited power!... https://t.co/dXUR3NChsm https://t.co/CEOu0CywMD",Seminole County,1,1,1,0
75442,75442,9/15/2017,"Many still without power. 
Some without water. 
90 degree heat. 
BUT today...
Kids received?? https://t.co/0zgZgUwgkP",Lee County,1,1,1,0
15971,15971,9/9/2017,"Hurricane Cook time if power goes out tomorrow
Maple Brown Sugar?? https://t.co/EaL7pshOmh",Orange County,1,1,0,0
35868,35868,9/11/2017,"We are good. No power and haven't been home to check the homestead yet, but all body parts?? https://t.co/PTpvgWN7S2",Flagler County,1,1,1,0
42356,42356,9/12/2017,There may be no power but this lady still has to practice for upcoming shows. #performerlife?? https://t.co/TBJTm3i855,Pinellas County,1,1,1,0
2961,2961,9/8/2017,House is boarded up. I'm playing @DestinyTheGame until #hurricaneirma knocks the power out. Stay?? https://t.co/d6eQxKHXBr,Broward County,1,1,0,0
72561,72561,9/14/2017,Our church is still without power.  We are hopeful that it will be restored and we will have?? https://t.co/612Os0MvSt,Pinellas County,1,1,1,-1
86426,86426,9/16/2017,"Saturdaze at Om....
??
7:00am Run and Yoga Stretch w/ thecookierunner
8:30am Om Power Yoga w/?? https://t.co/Z3yXe0DlMW",Miami-Dade County,0,0,0,
4165,4165,9/8/2017,You are looking live at CVHS taking on the Central York Panthers and yes that is the Power?? https://t.co/ONEUYElNmY,Miami-Dade County,0,0,0,
46186,46186,9/12/2017,Our Beach and Riverside locations are open and ready to serve. We are waiting on power for San?? https://t.co/wKw2Rz3nPy,Duval County,0,0,0,
111779,111779,9/17/2017,"Ronson Originals is Powered by jennifernicolelee @ Miami, Florida https://t.co/Ye2rrVDF2u",Miami-Dade County,0,0,0,
40932,40932,9/11/2017,no power? no pwoblem! @ Pompano Beach Area https://t.co/znut0hAJdY,Broward County,1,1,1,1
62040,62040,9/13/2017,"A1A thru Cocoa Beach with no power on Monday night.
 
Thankful to have made it home safely and?? https://t.co/wYOnV6Ra2v",Brevard County,1,1,1,0
33201,33201,9/11/2017,Trees down and some roof tiles gone but less than 24 hours and power is back on.  All safe and?? https://t.co/EdjWemRBtA,Broward County,1,1,1,0
110452,110452,9/17/2017,We are still praying for everyone affected by Hurricane Irma. Thank you Florida Power &amp; Light?? https://t.co/LL9Lwpl0bz,Miami-Dade County,1,1,1,0
35113,35113,9/11/2017,Worst of the damage where we were last night from Irma was this uprooted tree and the power has?? https://t.co/JrPsGAbv6R,Hillsborough County,1,1,1,-1
27744,27744,9/10/2017,4:15 Another update - Strong winds - we still have power - safe and secure storm is directly?? https://t.co/2i3IJBAPp2,Broward County,1,1,0,0
337470,337476,9/7/2017,Dinner turned out great! I decided to use the roast in our freezer in case we lose power for?? https://t.co/2L0hyZgDTf,Nassau County,1,1,0,1
48783,48783,9/12/2017,"Although we still do not have power, I cannot express my gratitude?? https://t.co/bYdOKLXs3A",Charlotte County,1,1,1,0
83214,83214,9/15/2017,"Day 7 with no power
????????
??????? ???
#CoconutGrove #Miami #Irma #Boat @ Coconut Grove https://t.co/JcXWKpyCZQ",Miami-Dade County,1,1,1,-1
114320,114320,9/18/2017,After almost a week w/o power our friends got word this afternoon that their power had been?? https://t.co/tYJaK8CCWk,Polk County,1,1,1,0
40933,40933,9/11/2017,no power? no pwoblem! @ Pompano Beach Area https://t.co/znut0hSk5w,Broward County,1,1,1,1
73586,73586,9/14/2017,"Escaped free m no power for a wonderful dinner!! (@ Mamma Mia 2 Italian Restaurant in Homestead, FL) https://t.co/Br4jE2SKQU",Miami-Dade County,1,1,1,1
73849,73849,9/14/2017,"Yes, ty to all these amazing workers restoring people's power after #hurricaneirma2017??? #Salute?? https://t.co/owSvBjdDN3",Hillsborough County,1,1,1,1
37609,37609,9/11/2017,"After Hurricane Arepa Breakfast Party!!No power but we got gas!!! XO @ Hamilton County, Florida https://t.co/9tt2Te7q0W",Hamilton County,1,1,1,1
90490,90490,9/16/2017,"Shout out to Benedetto's in Land O'Lakes, FL.  They are offering free ice to anyone whose power?? https://t.co/CinhvdwCRV",Pasco County,1,1,1,1
192383,192387,9/24/2017,"bye bye avocado tree. The power heavy machinery ???????? Post #HurricaneIrma clean up. #ThrowBack 
???At?? https://t.co/c3Oi7nqwNZ",Broward County,1,1,0,0
43452,43452,9/12/2017,After #Irma #HurricaneIrma. The boats survived!  Now living on it because no power in house. But?? https://t.co/9qViG8V53T,Manatee County,1,1,1,0
204484,204488,9/25/2017,"She's gorgeous

Rsing or settling into bed, her beauty and power are?? https://t.co/tZyrQAViHL",Polk County,0,0,0,
71165,71165,9/14/2017,These guys are doing everything possible to get our power back up and running! @ City of Lakeland https://t.co/ixixpoXumU,Polk County,1,1,1,1
103883,103883,9/17/2017,"Entire neighborhood has power but me? #irma #fpl #nopower #noac #nofun @ Brevard County, Florida https://t.co/l8qmGYB7o0",Brevard County,1,1,1,-1
112798,112798,9/17/2017,If the only power we have is Flower Power we will use it for Deliveries this Thursday and?? https://t.co/FVuuhaKoRL,Lee County,1,1,1,0
276552,276558,9/30/2017,#Death and #Life are in the power of the tongue... and those who love it will eat its fruit.?? https://t.co/8ZfP07qCh2,Palm Beach County,0,0,0,
166847,166847,9/22/2017,"3??????.1?????? MILE POWER WALK WITH UNCLE FORD ????????????????????????????????

#BODYBYROCCO ????????????????

TRAIN ???? WITH ME?? https://t.co/I4nMQWNSDn",Manatee County,0,0,0,
301822,301828,9/4/2017,#seeyarealsoon #mickeymouse #ilovedisney #nofilter @ Mickey Mouse Power Tower https://t.co/j54bOwBSlH,Osceola County,0,0,0,
42093,42093,9/12/2017,"My power is still out,very hot n muggy in the house,not much ice left 2 keep the stuff in the cooler cold;pls fix the electric!",Duval County,1,1,1,-1
67579,67579,9/14/2017,We have some power at work. #irma #generator @ Collison's Automotive https://t.co/zS90FMF89J,Indian River County,1,1,1,0
339394,339400,9/8/2017,HURRICANE ADVISORY !!! We must use proper ventilation when operating Generators to power our?? https://t.co/vpdpIVvuV5,Polk County,1,1,1,0
38092,38092,9/11/2017,No power? Kids looking for something to do until school resumes? We've cleaned up Irma's mess?? https://t.co/Qt0CnnovOh,Hillsborough County,1,1,1,0
149880,149880,9/21/2017,"UNCENSORED WEDNESDAYS 

EVERY WEDS NIGHT 

POWERED ???? by 
 @CurrencyMondays jt_promotions 

FULL?? https://t.co/OQUOOkQGUk",Hillsborough County,0,0,0,
27582,27582,9/10/2017,The winds have turned and we are not getting the back end of the storm. We lost power about 2?? https://t.co/8rGYjtt4Qm,Miami-Dade County,1,1,1,0
113491,113491,9/17/2017,Thank you Alabama Power!! #alabamapower @ Georgia-&gt;Florida State?? https://t.co/6rIZV6Dl5d,Hamilton County,1,1,1,1
69887,69887,9/14/2017,hey @insideFPL it's like really hot here so if you could fix my power that'd be great ????????,Charlotte County,1,1,1,-1
64390,64390,9/14/2017,"Did someone say we have power ?????? ??!! #BlameIrma #Irma #HurricaneIrma @ Ormond Beach, Florida https://t.co/xIOmnAC8cZ",Volusia County,1,1,1,-1
58943,58943,9/13/2017,Great news! Randazzo's has power! We will open tomorrow at 11:30am-10pm! Make sure to call and?? https://t.co/oMWlPWBvZa,Miami-Dade County,1,1,1,1
270731,270737,9/30/2017,"The power of love!#peace ??????#love @ Sunrise, Florida https://t.co/Ch7t9d8sYn",Broward County,0,0,0,
213637,213641,9/25/2017,".@blakeshelton #VoicePremiere 14 days without power, water or cable but even IRMA can't keep me from the Voice tonight!!!",Collier County,0,0,0,
32596,32596,9/11/2017,We still have power but getting ready for the eye of this storm at 75-100 mph winds.  Intense?? https://t.co/5UPJyJrqyI,Orange County,0,0,0,
71307,71307,9/14/2017,Charisma Media is where Lake Mary Church calls home. We anticipate power restored to the?? https://t.co/97ydbohmqY,Seminole County,1,1,1,0
64799,64799,9/14/2017,"Fallen power cables, caution in #SouthwestDade on Tamiami Trail Both EB/WB west of SW 147th Ave #SFLtraffic https://t.co/US2j7IOBPL",Miami-Dade County,1,1,1,0
173532,173532,9/22/2017,So scary. Given the lack of power &amp; comms I hope the 70K ppl in that area get this order. ???????????? https://t.co/LDrK1dfvUm,Monroe County,1,1,1,-1
85247,85247,9/15/2017,Oh thank God pray for me that it happens tonight I need this power?? https://t.co/rpYtPFc6H9,Broward County,1,1,1,-1
326210,326216,9/7/2017,Rocket Power - Sand in the Potato Salad https://t.co/lwBI8XBi3P,Duval County,0,0,0,
105468,105468,9/17/2017,Yay!!! We Finally have Power! We will Re Open this Tuesday with a Limited Menu. Thanks to all?? https://t.co/hA8k7ZGJAZ,Broward County,1,1,1,1
67873,67873,9/14/2017,"The Overseas is still standing, has power, and is serving a limited?? https://t.co/ZYVga3sKUT",Monroe County,1,1,0,1
63330,63330,9/13/2017,Having a Moscow Mule to celebrate ???? Our power is back ???????? Feeling blessed??????#hurricaneirma?? https://t.co/zdfsvPItEk,Miami-Dade County,1,1,1,1
51174,51174,9/12/2017,So we just this Hurricane on Sunday right? Power is out for millions?? https://t.co/Axe4IoIcpM,Pinellas County,1,1,1,-1
42433,42433,9/12/2017,Drinking a Power Sour by @3keysbrewing @ 3 Keys Brewing &amp; Eatery ?? https://t.co/6tZronYvOF,Manatee County,0,0,0,
27079,27079,9/10/2017,"When #hurricaneirma is on its way, we take advantage of still having power by practicing yoga on?? https://t.co/NW1rVPNlPl",Volusia County,1,1,0,0
30309,30309,9/10/2017,"I need the power back on #HurricaneIrma #Irma @ Miami, Florida https://t.co/YsPXCV38h1",Miami-Dade County,1,1,1,-1
47771,47771,9/12/2017,12:30 UPDATE:  Still no power or internet at the shop so the retail store remains Closed on?? https://t.co/0RxRBVJPnl,Orange County,1,1,1,-1
54235,54235,9/13/2017,"Good Morning! 
Still no power (1/1,000,000+) but grateful for the company I work with to put me?? https://t.co/MXRerURaDJ",Miami-Dade County,1,1,1,0
171430,171430,9/22/2017,A large percentage of traffic lights in Miami are still without power?? So #Rushhour is not?? https://t.co/7BGZsvZw6k,Miami-Dade County,1,1,1,0
122194,122194,9/18/2017,We Change Students Lives at Grade Power Learning! Your student CAN do better in school. Call us?? https://t.co/0EonrHDaFB,Pinellas County,0,0,0,
23944,23944,9/10/2017,"Move along. No hurricane force winds to see here. Power outage tbd. @ Wekiva, Florida https://t.co/3IFTrjU2c6",Lake County,1,1,0,0
248721,248727,9/3/2017,??Let today be the day you learn the grace of letting go and the powers of moving on.??- Steve?? https://t.co/YMozvpVr1C,Duval County,0,0,0,
152410,152410,9/21/2017,SUAREY ON #TEAMSUAREY #music #passion #dolar #gucci #black #gold #white #power #dreams #branding?? https://t.co/loxGuiee08,Miami-Dade County,0,0,0,
47748,47748,9/12/2017,"Luckily, I've had power since 6pm yesterday. We were tremendously lucky! I did see at least 2?? https://t.co/wc20DZul7o",Broward County,1,1,0,0
54502,54502,9/13/2017,"@ComcastCares: #mobile_Care
4 days no internet or cable?? What's going on? Power has been on for 2 days!",Broward County,1,1,1,-1
334176,334182,9/7/2017,Newsflash the Devil doesn't have that much power or Control over ya life ....He couldn't even?? https://t.co/2HfsRPzBHv,Miami-Dade County,0,0,0,
