created_at,text,county,topic_related,dis_related,dmg_related,sentiment,kwd
9/27/2017,"Spicy Lola is back!
#SpicyLola #tuckersdukes #craftburger #burgerbar @ Tucker Duke's Boca Raton https://t.co/mWAjC3cLEf",Palm Beach County,0,0,0,,duke
9/12/2017,"Thank you for the quick work Duke energy! Power just went back on..all our friends &amp; family, if?? https://t.co/fnrpV52XMl",Pinellas County,1,1,1,1.0,duke
9/12/2017,We will be open today at 530 PM!!! #TuckerDukesLunchbox #Deerfieldbeach @ Tucker Duke's Lunchbox?? https://t.co/xPD4pPNdX6,Broward County,0,0,0,,duke
9/13/2017,Heading out looking for more trouble lines. #duke-energy?? https://t.co/yhpbYQU4kK,Marion County,1,0,0,,duke
9/1/2017,"My breakfast this morning. Bumble Bee Tuna, Duke's Mayo, pink salt, cracked pepper, boiled egg,?? https://t.co/B3tkCCNKpg",Escambia County,0,0,0,,duke
9/8/2017,"""We ain't playin!' "" everything 50% off! Come and get em! @ Tucker Duke's Lunchbox Deerfield Beach https://t.co/MOSdVINbL4",Broward County,0,0,0,,duke
9/11/2017,"Duke Energy says widespread damage to the grid, be prepared to be without power for a week or more.",Citrus County,1,1,1,-1.0,duke
9/26/2017,ISSA A CELEBRATE..... ISSA 68 YEAR OLD CHIC.... ISSA FAMILY AFAIR....ITS MOM DUKES DAY...... @?? https://t.co/TBT477rTTz,Duval County,0,0,0,,duke
9/10/2017,No power Beastie Boys dance party! @ Duke Challenger's Extreme?? https://t.co/LiG644RMGL,Broward County,1,1,1,1.0,duke
9/19/2017,I HAVE ELECTRICITY AGAIN! Thank you Duke Energy.,Hillsborough County,1,1,1,1.0,duke
9/5/2017,"First Tuesday of the month, $13.00 Burger is $5.00 (@ Tucker Duke's Lunchbox Boca Raton in Boca Raton, FL) https://t.co/KseYWhC3Ui",Palm Beach County,0,0,0,,duke
9/4/2017,"I'm at Duke's Retired Surfers Island Bar in Tampa, FL https://t.co/l3FgepRH70",Hillsborough County,0,0,0,,duke
9/17/2017,"Signs on the side of the road saying ""Please Duke"" (Duke is one of?? https://t.co/1wu1XnitfC",Marion County,0,0,0,,duke
9/14/2017,Day 4 &amp; u see duke_energy on your road to repair electric ???????????????????????? @ BFA Eagles Landing Ranch https://t.co/axcD9Vx9q8,Pasco County,1,1,1,1.0,duke
9/6/2017,Customer picture of the super happy Duke. He is growing so fast ???? #breeder #akc #dogbreeder?? https://t.co/otdOSW5tSX,Palm Beach County,0,0,0,,duke
9/24/2017,Light body for a dark beer. Malty and delicious!! Very tast... (Duke's Cold Nose Brown Ale) https://t.co/i1F2Xjh4ad #photo,Orange County,0,0,0,,duke
9/12/2017,We at open today! Accepting cash and credit! @ Tucker Duke's Boca Raton https://t.co/xA923q8DNn,Palm Beach County,0,0,0,,duke
9/12/2017,Beautiful Duke Energy trucks in the neighborhood now I can only wish for the power to be turned?? https://t.co/4vxedZKxoh,Seminole County,1,1,1,1.0,duke
9/10/2017,Just posted a photo @ Duke Challenger's Extreme Sports Action Camp https://t.co/IeJeSQsIxp,Broward County,0,0,0,,duke
9/27/2017,"We'll be showing the Miami vs. Duke football game on every screen at 7PM.

SPECIALS:?? https://t.co/EIBfeadpwd",Broward County,0,0,0,,duke
9/5/2017,Ir-ma-gerd! @ Duke Challenger's Extreme Sports Action Camp https://t.co/jXRF51RNzz,Broward County,0,0,0,,duke
9/12/2017,Needed a break from the craziness. Got a hotel with mom dukes. #nopower #damnirma @ Bahama?? https://t.co/eb6L45sW4d,Hillsborough County,1,1,1,-1.0,duke
9/5/2017,Just posted a photo @ Duke Challenger's Extreme Sports Action Camp https://t.co/FnZZ85L8Tr,Broward County,0,0,0,,duke
9/23/2017,Need a straw bro? #saturday #myson #goofy #dadlife @ Tucker Duke's Lunchbox Deerfield Beach https://t.co/1jMqlcmixB,Broward County,0,0,0,,duke
9/25/2017,"Celebrated my birthday early yesterday with momma dukes, 24 is comin' in hot ???????? #September27th?? https://t.co/TlEDGlnOEQ",Volusia County,0,0,0,,duke
9/2/2017,"Customer repost of the beautiful Duke @ Miami Beach, Florida https://t.co/9gwdS69qFB",Miami-Dade County,0,0,0,,duke
9/19/2017,Along as Ma Dukes good I'm happy I don't need nothing or anybody but her #gavemelife?? https://t.co/6MFl7W0ck7,Volusia County,0,0,0,,duke
9/23/2017,Mom dukes and my 2nd pops came in and we are having lunch now #pregame #cruisecrew2017 @ Ari?? https://t.co/AnqELQpOnb,Orange County,0,0,0,,duke
9/19/2017,I've been showing houses since I was in Elementary school.. thanks to Mama Dukes. @greatflhomes?? https://t.co/DV2qmSrCqz,Broward County,0,0,0,,duke
9/1/2017,When mom dukes gets #drunk SL ???????????????????? #comedy #comedia #cubansbelike #towup #wtf #comedyig?? https://t.co/gqZQXIzG8g,Miami-Dade County,0,0,0,,duke
9/21/2017,"Going through this tough time with Ma Dukes in the hospital, she knows her boys got her! ????????????On?? https://t.co/Wto3ZLkIY8",Pinellas County,0,0,0,,duke
9/9/2017,Extreme... like the X-Games! @ Duke Challenger's Extreme Sports?? https://t.co/2o8J1lkQtZ,Broward County,0,0,0,,duke
9/14/2017,"Current situation here in Florida duke_energy  #irma #hurricaneirma @ Winter Park, Florida https://t.co/3YI2U8JhYy",Orange County,1,1,0,0.0,duke
9/30/2017,"According to Peter, dogs can steal people's shadows so I guess Duke and Merlin gotta go ????????????????????? https://t.co/a8UByxMzOo",Orange County,0,0,0,,duke
9/13/2017,Thank you Duke Energy Power Fairies!!   Power is restored!! #dukeenergy #hurricaneirma @ Eden?? https://t.co/o47rDnd98q,Pinellas County,1,1,1,1.0,duke
9/26/2017,ISSA A CELEBRATE..... ISSA 68 YEAR OLD CHIC.... ISSA FAMILY AFAIR....ITS MOM DUKES DAY...... @?? https://t.co/TBT477rTTz,Duval County,0,0,0,,duke
9/8/2017,"SURPRISE!!  ???????? UK dates this week!
??????10 September @ The Duke, Whitstable
??????11 September @ KFC?? https://t.co/9xW5A7j1ma",Sarasota County,0,0,0,,duke
9/24/2017,"Good morning, Rabbie! @ Duke Challenger's Extreme Sports Action Camp https://t.co/fPvbDvHnGE",Broward County,0,0,0,,duke
9/27/2017,Come join @baesfoodtruck @HolyMackbeers this Friday to watch UM vs. Duke. What more can you want?? https://t.co/2bTWYoMRfa,Broward County,0,0,0,,duke
9/15/2017,"Current est. time of power restoration, by dukeenergy has Pinellas County on the unrealistic?? https://t.co/xoWSkXrIwl",Pinellas County,1,1,1,0.0,dukeenergy
9/15/2017,"Daisy says ""Please #dukeenergy come restore our power so I am no longer sicky"" #hurricaneirma @?? https://t.co/EZe3h7g89W",Orange County,1,1,1,-1.0,dukeenergy
9/12/2017,#DukeEnergy #OrlandoFl #kissimmeeFl @ Urbana 92.7 Fm https://t.co/wHtJrTau7H,Osceola County,1,1,0,0.0,dukeenergy
9/17/2017,Funny #snapchat video...enjoy! #hurricaneirma #irma #dukeenergy #power #funny #facetime #filter?? https://t.co/PLHWTh1KFG,Seminole County,1,1,1,1.0,dukeenergy
9/16/2017,I'll bet the dukeenergy power outage reporting mechanism is a #RussianBot. Well played?? https://t.co/5V61JkgEMX,Pinellas County,1,1,0,-1.0,dukeenergy
9/12/2017,"#NoPowerOrlando 
#DukeEnergy #WP @7thCentralApts @ Winter Park, Florida https://t.co/A6Jf3Ym6bQ",Orange County,1,1,1,0.0,dukeenergy
9/16/2017,"Apparently, dukeenergy is now going to PHONE us to check if we have power or not. I have no?? https://t.co/cqtZSvfTOm",Pinellas County,1,1,1,-1.0,dukeenergy
9/18/2017,After a week of being with out power it is finally back on!! Thanks #dukeenergy Time to catch up?? https://t.co/61YJqHBqvr,Pinellas County,1,1,1,1.0,dukeenergy
9/10/2017,"#dukeenergy #brooksvillefl #sundayfunday @ Brooksville, Florida https://t.co/lhQzXqKtiR",Hernando County,1,1,0,0.0,dukeenergy
9/13/2017,Thank you Duke Energy Power Fairies!!   Power is restored!! #dukeenergy #hurricaneirma @ Eden?? https://t.co/o47rDnd98q,Pinellas County,1,1,1,1.0,dukeenergy
9/16/2017,"10,000 houses left to power up, according to dukeenergy. Guess whose house is in THAT number??? https://t.co/qB1wXNToU5",Pinellas County,1,1,1,-1.0,dukeenergy
9/10/2017,#nopower #dukeenergy #hurricaneirma man this is going to suck @ Kitty Kats La Casa Grande https://t.co/14C5Joiev4,Seminole County,1,1,1,-1.0,dukeenergy
9/13/2017,#dukeenergy where are you? #goodtimes #sarcasm #nofood #noelectricity #hurricaneirma2017????? https://t.co/Rqnkjsd5P8,Orange County,1,1,1,-1.0,dukeenergy
9/14/2017,Grateful for dukeenergy restoring the power! grateful for the simplicity of watching a butterfly?? https://t.co/phqDVIGYJp,Orange County,1,1,1,1.0,dukeenergy
9/3/2017,Back to THE FUTURE @ Electric Vibes Radio https://t.co/dMUBK6vU3X,Hillsborough County,0,0,0,,electric
9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/AGVod3Oaf1,Broward County,0,0,0,,electric
9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/u8mLJdoyuJ,Broward County,0,0,0,,electric
9/12/2017,"@kioken Yeah this is hard. My sister somehow has power, water and electric but can't stay here she's got roommates",Collier County,1,0,0,-1.0,electric
9/17/2017,Under Electric Skies (AllSaints Remix) officially drops tomorrow. Be sure to check out our first?? https://t.co/OVk7A4d8j5,Miami-Dade County,0,0,0,,electric
9/3/2017,"I'm at Electric Umbrella Restaurant - @waltdisneyworld in Lake Buena Vista, FL https://t.co/Mh3c6artWH",Orange County,0,0,0,,electric
9/22/2017,#FeelTheVibes @ Electric Vibes Radio https://t.co/XCt0hAwwhN,Hillsborough County,0,0,0,,electric
9/14/2017,Day 4 &amp; u see duke_energy on your road to repair electric ???????????????????????? @ BFA Eagles Landing Ranch https://t.co/axcD9Vx9q8,Pasco County,1,1,1,0.0,electric
9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/YL0P1fAlxn,Broward County,0,0,0,,electric
9/23/2017,Bought a chainsaw (electric) today. Need it to clear the tree in the backyard.,Pinellas County,0,0,0,,electric
9/12/2017,Jam with Electric harp in Casatua #casatua #miami #miamibeach #harpist #string #musician #music?? https://t.co/v9LNEGFlnE,Miami-Dade County,0,0,0,,electric
9/12/2017,#irma update. No electric yet. vfreid scared but I have this cc: @allstate @karlaevents?? https://t.co/BgGeWgP0Xe,Miami-Dade County,1,1,1,-1.0,electric
9/10/2017,"Good to know. Our electric just blinked. No trees down, no flooding. #Irma #hurricaneIrma #anipalsIrma https://t.co/VZRKtYnEuN",Broward County,1,1,1,0.0,electric
9/12/2017,"My power is still out,very hot n muggy in the house,not much ice left 2 keep the stuff in the cooler cold;pls fix the electric!",Duval County,1,1,1,-1.0,electric
9/3/2017,Damn this is tasty. Perfect on hot summer days. - Drinking an Electric Boots @ Cycle Brewing - https://t.co/tG8PbHxuKY,Pinellas County,0,0,0,,electric
9/15/2017,#OrlandoFree Electric range-working (Kissimmee) https://t.co/FuT89Dpvly https://t.co/Ju2QfjybVx,Orange County,0,0,0,,electric
9/27/2017,When you realize you're moving back to the east coast in less than 2 months ???? @ Electric Daisy?? https://t.co/C2O5gvX72f,Orange County,0,0,0,,electric
9/22/2017,Congratulations Thomas on your new Bintelli Beach Cruiser Electric Bicycle! #bintellibicycles?? https://t.co/YQTXMsXJAa,Sarasota County,0,0,0,,electric
9/22/2017,This customers doing it right on the #firstdayoffall ???? in #Florida!!???? #FLAUNT #electric?? https://t.co/3N2nAjRlKm,Volusia County,0,0,0,,electric
9/13/2017,"#Repost @TKM_Productions (get_repost)
?????????
Gimme and electric piano, some bongos, and a mojito?? https://t.co/0vqOMZF9cW",Broward County,0,0,0,,electric
9/27/2017,"Hi, I'm S&amp;M Barbie!
____________________
Eyes: @urbandecay Electric Palette &amp; Hot Pink?? https://t.co/R1tO6u0jAe",Hillsborough County,0,0,0,,electric
9/13/2017,TFW your electric power finally comes back after the storm.?? https://t.co/y0c2kKsC5T,Miami-Dade County,1,1,1,1.0,electric
9/22/2017,#dontbelivemejustwatch @ Electric Vibes Radio https://t.co/cMtPnrDSuF,Hillsborough County,0,0,0,,electric
9/10/2017,Boom Zoom welcome back @mrpaulpicasso @ Electric Vibes Radio https://t.co/Q09oyPbHxU,Hillsborough County,0,0,0,,electric
9/14/2017,I am so glad to have power at home so that I can play my electric?? https://t.co/eUFnDp6pVW,Miami-Dade County,1,0,0,1.0,electric
9/26/2017,Had a blast playing Electric Jungle with the homies @stranjeeex3  !?? https://t.co/7Y7kCOCBiw,Orange County,0,0,0,,electric
9/10/2017,The Grande Finale Sea World Orlando For The Electric Ocean Was Absolutely Breath Taking.. A?? https://t.co/gnYnfXVdrZ,Orange County,0,0,0,,electric
9/11/2017,#Minor #damage but without #electric and a #childish #curfew to protect the #rich. ?????????????????????????????????? @?? https://t.co/vc5poSDps7,Palm Beach County,1,1,1,-1.0,electric
9/12/2017,Hey St. Pete! As the electric companies work on restoring power we want to let you know we are?? https://t.co/PscRIUEehg,Pinellas County,1,1,1,0.0,electric
9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/K9xg58gXRs,Broward County,0,0,0,,electric
9/28/2017,"My Wibbly Wobbly Timey Wimey chair. It's a rocker/ electric recliner. It is awesome. @ Seffner,?? https://t.co/Ft0PIzmZ8N",Hillsborough County,0,0,0,,electric
9/9/2017,Enjoying the electric while I can. This #pumpkinspicelatte is delicious. As prepared as I can?? https://t.co/EGoOR55njP,Hillsborough County,1,1,0,1.0,electric
9/18/2017,Selfie with electric truck in our street!  #irma #nopowerday9 #sweat?? https://t.co/xtnMM601L1,Collier County,1,1,1,1.0,electric
9/13/2017,I wonder what you save on your electric bill when you keep your?? https://t.co/YPctzXwM0S,Volusia County,1,0,0,0.0,electric
9/12/2017,Still no electric but we chillin @ the beach. #floridalife ???? @ City of Indian Rocks Beach https://t.co/g1nS4ZXiRZ,Pinellas County,1,1,1,1.0,electric
9/23/2017,Bought a chainsaw (electric) today. Need it to clear the tree in the backyard.,Pinellas County,0,0,0,,electric
9/4/2017,Electric ocean @ Shamu Stadium https://t.co/VJpdbZclH7,Orange County,0,0,0,,electric
9/21/2017,Rock-a-Billy vibe. This shit is tight.#rock #guitarist #rockabilly #electric #raw #pounding #gut?? https://t.co/Iq4QpzW9HW,Palm Beach County,0,0,0,,electric
9/28/2017,Electric chair,Orange County,0,0,0,,electric
9/28/2017,Teaser from yesterday??s shoot for StarMetro showing off one of the electric buses.  :)?? https://t.co/dSbZ9d27lV,Leon County,0,0,0,,electric
9/1/2017,Oh boi ???????????The Hottest Station On The Internet Nation  ELECTRIC VIBES RADIO?????????????????????????????????????????????????????????????????????????? https://t.co/iDoOgYOgPQ,Hillsborough County,0,0,0,,electric
9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/5ZcSrB0XDQ,Broward County,0,0,0,,electric
9/15/2017,A New Appreciation for seeing Lakeland Electric Trucks! #hurricaneirma #irma #irmarecovery #lkld?? https://t.co/ZV3mYrwLHH,Polk County,0,1,0,1.0,electric
9/20/2017,"FOR SALE ** FOR SALE ** FOR SALE

Tiffany Designs - Electric Green - Size 2 (street clothes?? https://t.co/koNVWN2ud3",Okaloosa County,0,0,0,,electric
9/8/2017,"#OrlandoFree Curb Alert, Electric Range and Child's Wheelchair (2626 Balkan St) https://t.co/6QeK7Azp5q https://t.co/jqWvrk2XnU",Orange County,0,0,0,,electric
9/28/2017,"@MindySolomon ALI SMITH:
ELECTRIC PRISM
SEPTEMBER 19 ?? OCTOBER 7, 2017
MAIN GALLERY?? https://t.co/SRtQg7WgJF",Miami-Dade County,0,0,0,,electric
9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/sAKqKPoeP0,Broward County,0,0,0,,electric
9/18/2017,Future electric concept car by Chevrolet. I can see myself bossin with one of these through?? https://t.co/QVmmipF3Az,Orange County,0,0,0,,electric
9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/zWMd8Tysf1,Broward County,0,0,0,,electric
9/24/2017,Cover my eyes electric blue #arcadefire @ Watsco Center https://t.co/Ih9qqTdVJa,Miami-Dade County,0,0,0,,electric
9/23/2017,"Y??all know well electric slide anywhere, and I think today is a GREAT DAY to do so. @DJBam_Bam?? https://t.co/HwE7SzyjGB",Duval County,0,0,0,,electric
9/1/2017,#OrlandoFree Free CURB ALERT electric couch and electric recliner (Satellite Beach) https://t.co/SHLJfeA04D,Orange County,0,0,0,,electric
9/15/2017,Welcome to the Future of Transportation. Experience the ALL New SUPERFLY Electric Bike by?? https://t.co/8SA5mAUwaJ,St. Johns County,0,0,0,,electric
9/20/2017,Cubs game 2/2. Electric Boogaloo. #LetsGo @ Tropicana Field https://t.co/n7b08XQ7St,Pinellas County,0,0,0,,electric
9/29/2017,In just 42 days I will be under the Electric Sky again ??????????????? edc_orlando @bassnectar @ Tinker Field https://t.co/kFiJT9147r,Orange County,0,0,0,,electric
9/11/2017,"Rough night, Big mess this morning, trees down, one tree on our carport, no electric, but we are?? https://t.co/nmoibOuk4z",Polk County,1,1,1,-1.0,electric
9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/Q7SkjBklJp,Broward County,0,0,0,,electric
9/25/2017,Can anyone recommend a good place to take power tools for repair? I have an electric chainsaw &amp; a belt sander that need some TLC.,Pinellas County,0,0,0,,electric
9/4/2017,"Rocking that electric lava hair 
.
.
.
.
.
@schwarzkopfus #schwarzkopf @olaplex #olaplex joico?? https://t.co/JjkYNJAdxn",Manatee County,0,0,0,,electric
9/1/2017,Holy Mackerel Small Batch Beers Electric Church on tap now. https://t.co/qyTT4y6Rpi @HolyMackbeers #holymackbeers #BeerMenus,Broward County,0,0,0,,electric
9/12/2017,Pray for Eric &amp; his family of 5. They are without electric &amp; basically living in water.?? https://t.co/nyBV4v2X41,Polk County,1,1,1,-1.0,electric
9/17/2017,What a beautiful weekend! I love my Whizzy Ride Electric Skateboard!??????????????? #beach #miamibeach?? https://t.co/zDdZw1CYj2,Miami-Dade County,0,0,0,,electric
9/1/2017,BOOM Check out my Offical set on SoundCloud @mcbigdome!! I BROUGHT CLUB BIG DOME to ??????ELECTRIC?? https://t.co/LZJ9LRtkeb,Hillsborough County,0,0,0,,electric
9/2/2017,"Not fast enough to catch the electric storm in the back, but I'd sit and watch all?? https://t.co/jmqagaEHcd",Miami-Dade County,0,0,0,,electric
9/29/2017,"Infrared Electric Massager
CalExotics

MSRP:??$64.99

Product Description

Melt away tension with?? https://t.co/Ijq8pCKFy7",Pinellas County,0,0,0,,electric
9/25/2017,Happy girl and her original R1 S Limited Edition Whizzy Ride Electric Bike! Do you want to feel?? https://t.co/Pe0riYpoi1,Miami-Dade County,0,0,0,,electric
9/30/2017,Electric neon love ???? @ Las Rosas https://t.co/51mcPClw1L,Miami-Dade County,0,0,0,,electric
9/24/2017,"VIBE SO ELECTRIC
__________
Really fell in love with the shot once I took it, and I barely even?? https://t.co/SCPNHDfPhm",Palm Beach County,0,0,0,,electric
9/4/2017,B2b with alex_serna last Friday @sundeworldwide at @picklemiami @ Electric Pickle https://t.co/Zj56CVBEHC,Miami-Dade County,0,0,0,,electric
9/23/2017,In her arms I trembled electric. #onmyturntable #nowplaying #nowspinning #vinyl #vinyljunkie?? https://t.co/DDWzCTEfs0,Pinellas County,0,0,0,,electric
9/4/2017,"Rocking that electric lava hair .
.
.
.
.
@schwarzkopfus #schwarzkopf @olaplex #olaplex joico?? https://t.co/fwwuSNJL28",Manatee County,0,0,0,,electric
9/17/2017,@oljscott58 @AJDelgado13 @insideFPL I have absolutely no problem with higher electric rates if it avoids having to?? https://t.co/WF36eR0CgY,Broward County,0,0,0,,electric
9/25/2017,"""Well I know a place where we can dance the whole night away
Underneath electric stars
Just come?? https://t.co/QQU5eUrneg",Broward County,0,0,0,,electric
9/10/2017,Making my debut @PacificoClub opening for @dj_bl3nd for @bradsteeves23 presents Electric?? https://t.co/ACpsYG8yHx,Broward County,0,0,0,,electric
9/19/2017,"I'm at Electric Umbrella Restaurant - @waltdisneyworld in Lake Buena Vista, FL https://t.co/GjCsj2H4ml",Orange County,0,0,0,,electric
9/25/2017,Back to the room for the Electric water parade and fireworks on the balcony! A perfect night!?? https://t.co/j1FbE2IrBD,Orange County,0,0,0,,electric
9/13/2017,"#northpalmbeachmarina sustained very little damage. However, we are still without electric,?? https://t.co/wu03fBpJYN",Palm Beach County,1,1,1,-1.0,electric
9/27/2017,"Always forward, risky and magnificent @MindySolomon #alismith : Electric Prism show runs Sept?? https://t.co/zuEd7hCp2N",Miami-Dade County,0,0,0,,electric
9/25/2017,Can anyone recommend a good place to take power tools for repair? I have an electric chainsaw &amp; a belt sander that need some TLC.,Pinellas County,0,0,0,,electric
9/23/2017,I can't believe the Tomorrowland Speedway isn't all-electric yet. It's more like the... https://t.co/oyI0rr5be6 https://t.co/0kxLsIhKOk,Orange County,0,0,0,,electric
