user_id,lon,lat,created_at,text,state,county,city,topic_related,dis_related,dmg_related,sentiment,
41679815,-96.73034,32.66008,9/6/2017,"Accident. two right lanes blocked in #SeDallas on 20 EB between JJ Lemmon Rd and 45, stopped traffic back to Lancaster Rd, delay of 25 mins",Texas,Dallas County,Dallas,1,0,0,0,
41679815,-96.91743,32.75897,8/30/2017,"Accident, right lane blocked in #WestDallas on Lp 12 NB near 30, stop and go traffic back to Jefferson, delay of 3 mins #DFWTraffic",Texas,Dallas County,Dallas,1,0,0,0,
41679815,-96.78059,32.92371,9/8/2017,"Accident. three right lanes blocked in #Dallas on 635 LBJ Fwy EB between Park Central Dr and Coit Rd, stopped traffic back to Montfort Dr",Texas,Dallas County,Dallas,1,0,0,0,
249818911,-95.71894,29.78484,9/15/2017,"Work crews block 3 right lanes and a right shoulder in #WestSide on I-10 katy Fwy Outbound at Fry Rd., stop and g... https://t.co/vuUN2ymKeH",Texas,Harris County,Barker,1,0,0,0,
249818911,-95.61785,29.78454,9/2/2017,Flood-related closure.  three right lanes blocked. in #WestSide on I-10 Katy Fwy Outbound at Eldridge Pkwy #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Houston,1,1,1,0,
41679815,-96.95914,32.83704,8/28/2017,"Accident. two left lanes blocked in #Irving on 183 EB before Macarthur Blvd, stopped traffic back to N Belt Line Rd, delay of 19 mins",Texas,Dallas County,Irving,1,0,0,0,
249818911,-95.4549,29.9381,9/11/2017,"Accident.  left lane blocked in #NorthSide on N Sam Houston Tollway EB at T C Jester, stop and go traffic back to Veterans Memorial Pky",Texas,Harris County,North Houston District,1,0,0,0,
41679815,-97.23876,32.84018,8/22/2017,"Vehicle fire. (fire out) only left lane gets by in #NorthRichlandHills on N Lp 820 Texpress EB near Rufe Snow Dr,... https://t.co/4NzBppXRvr",Texas,Tarrant County,North Richland Hills,1,0,0,0,
41679815,-97.1386,32.83685,8/29/2017,"Accident. two right lanes blocked in #Bedford on 183 EB at Central Dr, stop and go traffic back to Bedford Rd, delay of 2 mins #DFWTraffic",Texas,Tarrant County,Bedford,1,0,0,0,
249876171,-98.46094,29.43833,9/20/2017,"Construction. right lanes blocked in #NeSide on I-35 NB approaching New Braunfels, stop and go traffic back to St Marys, delay of 5 mins",Texas,Bexar County,San Antonio,1,0,0,0,
249818911,-95.61785,29.78454,9/1/2017,Flooding.  three right lanes closed. in #WestSide on I-10 Katy Fwy Outbound at Eldridge Pkwy #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Houston,1,1,1,0,
249818911,-95.37455,29.76009,8/28/2017,High water affecting all main lanes in #Downtown on 45 Gulf Fwy NB at Dallas St #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Houston,1,1,1,0,
41679815,-96.83848,32.92511,9/17/2017,Accident. two right lanes blocked in #Dallas on 635 LBJ Fwy WB at Midway Rd #DFWTraffic https://t.co/4NzBpqfsmZ,Texas,Dallas County,Dallas,1,0,0,0,
249818911,-95.61785,29.78454,9/1/2017,Flood-related closure.  three right lanes blocked. in #WestSide on I-10 Katy Fwy Outbound at Eldridge Pkwy #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Houston,1,1,1,0,
249876171,-98.52584,29.35666,8/23/2017,"Accident, right lane blocked in #Bexar on I-35 SB at Military Dr, stop and go traffic back to Southcross, delay of 5 mins #traffic",Texas,Bexar County,San Antonio,1,0,0,0,
249818911,-95.37233,29.80384,8/23/2017,"All main lanes blocked. in #Downtown on I-45 N Fwy Inbound approaching Cavalcade and before Patton, stopped traffic back to The N Lp",Texas,Harris County,Houston,1,0,0,0,
41679815,-96.81115,32.92579,9/17/2017,"Accident. two left lanes blocked in #Dallas on 635 LBJ Fwy EB at Montfort Dr, stop and go traffic back to the Dallas Pkwy, delay of 2 mins",Texas,Dallas County,Dallas,1,0,0,0,
249818911,-95.35601,29.76808,8/28/2017,High water affecting all main lanes in #Downtown on I-10 E Fwy EB between San Jacinto and 69 Eastex Fwy #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Houston,1,1,1,0,
41679815,-96.98115,32.88956,8/24/2017,"Accident, right lane blocked in #Irving on Bush Tnpke SB at Gtwy Dr, stop and go traffic back to Las Colinas Blvd, delay of 5 mins",Texas,Dallas County,Irving,1,0,0,0,0
41679815,-96.70003,32.7939,9/15/2017,"Accident, left lane blocked in #Dallas on 30 WB after Jim Miller Rd, stop and go traffic back to Lp 12 Buckner Blvd, delay of 3 mins",Texas,Dallas County,Dallas,1,0,0,0,
249876171,-98.47818,29.39508,9/11/2017,"Accident reported. left lane blocked in #SouthOfDowntown on I-10 WB approaching I-37, stop and go traffic back to Gevers, delay of 4 mins",Texas,Bexar County,San Antonio,1,0,0,0,
249818911,-95.41167,29.93171,8/24/2017,"Accident, left lane blocked in #NorthSide on I-45 N Fwy Inbound at Aldine Bender, stop and go traffic back to Greens Rd., delay of 4 mins",Texas,Harris County,Houston,1,0,0,0,
41679815,-97.07363,32.9228,8/31/2017,"Construction. three right lanes blocked in #Grapevine on 114 WB at Main St, stop and go traffic back to Texan Trail, delay of 2 mins",Texas,Tarrant County,Grapevine,1,0,0,0,
41679815,-96.8559,32.91821,9/11/2017,"Accident, left lane blocked in #NorthDallas on 635 LBJ Fwy WB at Marsh Ln, stopped traffic back to Midway Rd, delay of 10 mins #DFWTraffic",Texas,Dallas County,Farmers Branch,1,0,0,0,
249818911,-95.36302,29.74443,8/27/2017,High water in two left lanes in #Downtown on US-69 NB at I-45 #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Houston,1,1,1,0,
249818911,-95.15495,29.68257,9/12/2017,Accident blocks a left lane in #EastSide on E sam houston tollway NB at Pasadena Blvd #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Pasadena,1,0,0,0,
41679815,-96.70805,33.00919,8/23/2017,"Accident. three right lanes blocked in #Plano on 75 SB at Plano Pky, stopped traffic back to Ridgemont Dr, delay of 38 mins #DFWTraffic",Texas,Collin County,Plano,1,0,0,0,
1327346280,-96.98179626,32.47829819,8/25/2017,Estate Sale - 313 Blake Lane https://t.co/CdgYmBunKj,Texas,Ellis County,Midlothian,0,0,0,,
41679815,-96.84012,32.64297,9/3/2017,"Accident blocks two left lanes in #Dallas on 20 EB at Polk St, stop and go traffic back to Hwy 67, delay of 7 mins #DFWTraffic",Texas,Dallas County,Dallas,1,0,0,0,
249818911,-95.47644,29.72544,9/18/2017,"Accident, right lane blocked in #Houston on US 69 Frontage Rd SB at Chimney Rock Rd #traffic https://t.co/vuUN2ymKeH",Texas,Harris County,Houston,1,0,0,0,
41679815,-96.84012,32.64297,9/1/2017,"Accident. two left lanes blocked in #Dallas on 20 EB at Polk St, stopped traffic back to Wheatland Rd, delay of 10 mins #DFWTraffic",Texas,Dallas County,Dallas,1,0,0,0,
41679815,-97.06303,32.75952,8/29/2017,"Accident. two right lanes blocked in #Arlington on 30 WB at 360, stopped traffic back to Carrier Pkwy, delay of 19 mins #DFWTraffic",Texas,Tarrant County,Arlington,1,0,0,0,
249818911,-95.26542,29.73832,8/29/2017,High water affecting all main lanes in #Eastside on 610 E Lp NB at Clinton #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Houston,1,1,1,0,
249818911,-95.38259,29.81416,9/7/2017,"Accident blocks 3 left lanes and a left shoulder. on 610 N Lp EB at Airline, stop and go traffic back to Ella, delay of 8 mins #traffic",Texas,Harris County,Houston,1,0,0,0,
41679815,-96.8148,32.79433,9/8/2017,"Accident. two right lanes blocked in #Dallas on 35E NB at Hi Line Dr, stop and go traffic back to Woodall Rogers Frwy, delay of 3 mins",Texas,Dallas County,Dallas,1,0,0,0,
41679815,-96.73738,32.79143,8/28/2017,"Accident. three right lanes blocked in #Dallas on 30 WB at Dolphin Rd, stop and go traffic back to Jim Miller Rd, delay of 7 mins",Texas,Dallas County,Dallas,1,0,0,0,
249818911,-95.33496,29.82911,8/28/2017,High water affecting all main lanes in #NeSide on I-69 Eastex Fwy Inbound between Crosstimbers and Collingsworth #traffic,Texas,Harris County,Houston,1,1,1,0,
249876171,-98.63867,29.44255,8/22/2017,"Accident. right lanes blocked in #Bexar on Lp 410 SB approaching W Military Dr, stop and go traffic back to TX-16, delay of 10 mins #traffic",Texas,Bexar County,San Antonio,1,0,0,0,
41679815,-96.6821,32.79888,8/28/2017,"Accident. two left lanes blocked in #Dallas on Lp 12 Walton Walker NB at 30 RL Thornton, stop and go traffic back to Military Pkwy",Texas,Dallas County,Dallas,1,0,0,0,
249818911,-95.21513,29.71084,8/27/2017,High water affecting all main lanes in #Pasadena on Hwy 225 WB at Richey #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Pasadena,1,1,1,0,
41679815,-97.3114,32.84027,9/17/2017,"Accident, right lane blocked in #FortWorth on 35W SB at N Lp 820, stop and go traffic back to 287 Decatur Cutoff, delay of 10 mins",Texas,Tarrant County,Fort Worth,1,0,0,0,
41679815,-96.8495,32.81107,8/21/2017,"Accident. only right lane gets by in #DowntownDallas on 35E NB at Inwood Rd, stopped traffic back to Commerce St, delay of 28 mins",Texas,Dallas County,Dallas,1,0,0,0,
41679815,-97.31951,32.57783,9/13/2017,"Accident, right lane blocked in #SouthFortWorth on 35W NB at Rendon-Crowley, stop and go traffic back to Mcalister, delay of 1 min",Texas,Tarrant County,Burleson,1,0,0,0,
41679815,-96.76333,32.92452,9/13/2017,"Accident. right lane of exit ramp blocked in #Dallas on 635 LBJ Fwy EB at 75 Central Expwy, stop and go traffic back to Montfort Dr",Texas,Dallas County,Dallas,1,0,0,0,
249818911,-95.29092,29.95213,8/27/2017,High water affecting three lanes in #Humble on 69 Eastex Frontage Rd SB at Greens Rd #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Houston,1,1,1,0,
249818911,-95.75636,29.87526,8/29/2017,High water affecting all lanes in #Cypress on Hwy 99 Grand Pkwy Frontage Rd SB at Freeman Rd #traffic https://t.co/vuUN2yElDh,Texas,Harris County,West Grand Parkway North,1,1,1,0,
249818911,-95.2653,29.7696,8/27/2017,High water affecting all main lanes in #Eastside on 610 E Lp SB at Market #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Houston,1,1,1,0,
41679815,-96.89811,32.90762,8/26/2017,"Accident blocking two left lanes in #Dallas on 35E NB before 635 Lbj Frwy, stop and go traffic back to Royal Ln, delay of 3 mins #DFWTraffic",Texas,Dallas County,Dallas,1,0,0,0,
249818911,-95.114,29.50313,8/29/2017,High water blocking all main lanes in #LeagueCity on I-45 Both NB/SB at FM 518 #traffic https://t.co/vuUN2yElDh,Texas,Galveston County,League City,1,1,1,0,
249818911,-95.26754,29.70955,9/19/2017,"Accident blocks 3 right lanes and a right shoulder in #SoutheastSide on 610 S Lp WB at Hwy 225, stop and go traffic back to Market #traffic",Texas,Harris County,Houston,1,0,0,0,
249818911,-95.38122,29.68057,8/28/2017,High water affecting the left and right lane in #SouthSide on 610 S Lp WB at Hwy 288 #traffic https://t.co/vuUN2yElDh,Texas,Harris County,Houston,1,1,1,0,
249876171,-98.60991,29.62517,9/14/2017,"Accident, left lane blocked in #Bexar on I-10 EB at Camp Bullis Rd, stop and go traffic back to Boerne, delay of 8 mins #traffic",Texas,Bexar County,San Antonio,1,0,0,0,
15570835,-97.82854861,30.21610476,9/18/2017,"Missed this song, means so much now... @ The Park on Brodie Lane https://t.co/rhiz6rNCVZ",Texas,Travis County,Austin,0,0,0,,
41679815,-96.76431,32.92388,8/31/2017,"Accident. left lane of ramp to wb blocked in #Dallas on 75 SB at 635 Lbj Frwy, stopped traffic back to Midpark Rd, delay of 8 mins",Texas,Dallas County,Dallas,1,0,0,0,
249818911,-95.51168,30.22954,8/29/2017,High water affecting all main lanes in #Montgomery on FM 1488 Rd EB before Hwy 242 #traffic https://t.co/vuUN2ymKeH,Texas,Montgomery County,The Woodlands,1,1,1,0,
{'$numberLong': '2863354613'},-94.77189636,29.30680084,8/23/2017,Added lanes open on Bailey Road https://t.co/2VNxEe1e3p,Texas,Galveston County,Galveston,0,0,0,,
43980958,-96.78994838,33.13154372,9/7/2017,"#fastlanefridays #repost superdrome_frisco

ã»ã»ã»

It's almost Friday againð Which means Fast Laneâ¦ https://t.co/3eWgLUxFIg",Texas,Collin County,Frisco,0,0,0,,
249876171,-98.47032,29.43855,9/13/2017,"Road construction, left lane closed in #SanAntonio on I-35 SB at Pne St, stop and go traffic back to At&amp;T Ctr Pkwy, delay of 6 mins #traffic",Texas,Bexar County,San Antonio,1,0,0,0,
41679815,-97.48063,32.74571,9/18/2017,"Accident, left lane blocked in #WesternFortWorthWhiteSettlement on W. Lp 820 NB at Westpoint Blvd, stopped traffic back to Chapin Rd",Texas,Tarrant County,Fort Worth,1,0,0,0,
249818911,-95.75613,29.84623,8/29/2017,High water blocking all main lanes in #Katy on Hwy 99 SB at Stockdick School Rd. #traffic https://t.co/vuUN2yElDh,Texas,Harris County,West Grand Parkway North,1,1,1,0,
249818911,-95.35573,29.8228,9/18/2017,"Stall blocks a left lane in #NorthSide on The hardy tollroad Outbound at Crosstimbers, stop and go traffic back to 610 The N Lp #traffic",Texas,Harris County,Houston,1,0,0,0,
244281354,-97.79545,30.14169,9/8/2017,"Road construction, roadway reduced to one lane in #Travis on I-35 SB at FM-1626, stop and go traffic back to Slaughter Ln, delay of 5 mins",Texas,Travis County,Austin,1,0,0,0,
249818911,-95.44914,30.15692,9/13/2017,"Accident. two right lanes blocked. in #TheWoodlands on I-45 N Fwy Outbound before Woodlands Pkwy, stop and go traffic back to Spg Stuebner",Texas,Montgomery County,Oak Ridge North,1,0,0,0,
35253679,-97.86869437,30.19902984,9/19/2017,#arff2017  #filmfestival #AustinTX @ Alamo Drafthouse Slaughter Lane https://t.co/HmET2JRheL,Texas,Travis County,Austin,0,0,0,,
41679815,-97.3114,32.84027,8/29/2017,"Accident, left lane blocked in #FortWorth on 35W SB before N Lp 820, stopped traffic back to 287 Decatur Cutoff, delay of 25 mins",Texas,Tarrant County,Fort Worth,1,0,0,0,
{'$numberLong': '2458308115'},-97.71167565,30.40511142,9/7/2017,"I'm at The Village at Gracy Farms Lane Leasing Office in Austin, TX https://t.co/1S3neVv8AS",Texas,Travis County,Austin,0,0,0,,
335693235,-97.0135808,32.9208949,8/23/2017,#Beautiful #Fashions #Beautiful #Models at the #roullettefashionshow @obeeroulette @ Royal Lane?? https://t.co/1q9rmXvXRn,Texas,Dallas County,Irving,0,0,0,,
249818911,-95.15355,29.77109,8/23/2017,"All lanes re-opened. in #Channelview on I-10 baytown E Fwy Inbound at The E Sam Houston Pkwy, stop and go traffic back to Thompson Rd",Texas,Harris County,Cloverleaf,1,0,0,0,
41679815,-97.07363,32.9228,8/30/2017,"Accident, left lane blocked in #Grapevine on 114 EB at Main St #DFWTraffic https://t.co/4NzBppXRvr",Texas,Tarrant County,Grapevine,1,0,0,0,
249876171,-98.69801,29.47506,9/18/2017,"Accident, right lane blocked in #WestSide on Hwy 151 WB at Wiseman, stop and go traffic back to Military Dr, delay of 5 mins #traffic",Texas,Bexar County,San Antonio,1,0,0,0,
249818911,-95.55742,29.72932,8/22/2017,"Vehicle fire blocks a right lane in #WestSide on W sam houston tollway NB at Westheimer, stop and go traffic back to Beechnut #traffic",Texas,Harris County,Houston,1,0,0,0,
41679815,-96.82312,32.64209,9/3/2017,"Accident blocks two right lanes in #SouthDallas on 35E NB at 20, stop and go traffic back to Wintergreen Rd, delay of 5 mins #DFWTraffic",Texas,Dallas County,Dallas,1,0,0,0,
41679815,-96.91584,32.77397,8/22/2017,"Rollover accident blocks two left lanes in #Irving on Lp 12 Walton Walker SB at Singleton Blvd, stop and go traffic back to 114 #DFWTraffic",Texas,Dallas County,Dallas,1,0,0,0,
41679815,-97.57475,32.72229,9/19/2017,"Accident, right lane blocked in #Aledo on 20 WB at I-30, stopped traffic back to Markum Ranch Rd, delay of 29 mins #DFWTraffic",Texas,Parker County,Fort Worth,1,0,0,0,
41679815,-96.78623,32.92476,9/18/2017,"Accident, right lane blocked in #Dallas on 635 LBJ Fwy EB at Hillcrest Rd #DFWTraffic https://t.co/4NzBpqfsmZ",Texas,Dallas County,Dallas,1,0,0,0,
26150816,-95.2603465,29.820527,8/26/2017,Lots of Metro busses parked in the southbound HOV lane on 59/69.?? https://t.co/BqnPKLhVQa,Texas,Harris County,Houston,0,0,0,,
41679815,-97.3114,32.84027,9/13/2017,"Construction. right lane and exit to n loop blocked in #FortWorth on 35W NB at N Lp 820, stop and go traffic back to Long Ave #DFWTraffic",Texas,Tarrant County,Fort Worth,1,0,0,0,
{'$numberLong': '2447079648'},-97.2279954,33.00312112,8/24/2017,matthewlbateman @ Spivey Lane Salon https://t.co/iugZO246lw,Texas,Denton County,Roanoke,0,0,0,,
